id,marca,modelo,ano,cor,preco,quilometragem,status,data_entrada,vendedor_id,categoria
CAR0538,Chevrolet,Equinox,2022,Preto,52536,35412,Disponível,2025-11-18,VEND08,SUV
CAR0539,Hyundai,Sonata,2022,Prata,38320,77047,Disponível,2025-08-31,VEND06,Hatchback
CAR0540,Honda,Civic,2022,Azul,39749,42860,Disponível,2025-10-21,VEND05,Sedan
CAR0541,Nissan,Rogue,2024,Preto,29616,85421,Vendido,2025-06-18,VEND08,Sedan
CAR0542,Hyundai,Santa Fe,2023,Prata,29776,32321,Vendido,2025-07-03,VEND10,Sedan
CAR0543,Honda,CR-V,2021,Preto,31041,44003,Reservado,2025-10-17,VEND07,Hatchback
CAR0544,Nissan,Altima,2021,Prata,75616,37209,Vendido,2025-09-18,VEND03,Sedan
CAR0545,Volkswagen,Atlas,2022,Preto,33325,48442,Vendido,2025-07-04,VEND02,SUV
CAR0546,Toyota,Camry,2022,Vermelho,30088,3318,Vendido,2025-08-15,VEND08,Hatchback
CAR0547,Hyundai,Tucson,2024,Cinza,74920,36938,Disponível,2025-03-18,VEND02,Pickup
CAR0548,Ford,F-150,2024,Branco,41076,16783,Reservado,2025-03-02,VEND07,Pickup
CAR0549,Honda,Pilot,2020,Azul,64717,25092,Disponível,2025-07-27,VEND06,Sedan
CAR0550,Ford,Fusion,2024,Cinza,47871,27114,Vendido,2025-09-21,VEND09,Hatchback
CAR0551,Hyundai,Tucson,2022,Vermelho,51392,78256,Disponível,2025-07-29,VEND01,SUV
CAR0552,Volkswagen,Atlas,2023,Preto,41968,82286,Disponível,2025-11-29,VEND10,Sedan
CAR0553,Chevrolet,Malibu,2023,Preto,56303,24375,Disponível,2025-03-15,VEND04,Sedan
CAR0554,Toyota,Prius,2022,Azul,52113,54911,Disponível,2025-05-22,VEND03,Pickup
CAR0555,Toyota,RAV4,2020,Preto,64003,83485,Disponível,2025-06-22,VEND01,Hatchback
CAR0556,Hyundai,Tucson,2020,Prata,31415,95851,Reservado,2025-01-30,VEND01,SUV
CAR0557,Ford,Focus,2024,Cinza,42081,16565,Disponível,2025-09-24,VEND09,Hatchback
CAR0558,Chevrolet,Equinox,2023,Azul,61323,77834,Reservado,2024-12-12,VEND02,SUV
CAR0559,Volkswagen,Jetta,2021,Prata,64501,48439,Disponível,2025-08-20,VEND07,Sedan
CAR0560,Volkswagen,Jetta,2023,Preto,26199,19019,Disponível,2024-12-28,VEND10,Pickup
CAR0561,Toyota,Corolla,2020,Vermelho,40062,76288,Vendido,2024-12-09,VEND03,Sedan
CAR0562,Toyota,Camry,2022,Vermelho,69457,58445,Disponível,2025-11-25,VEND05,Sedan
CAR0563,Hyundai,Tucson,2023,Azul,39378,26151,Vendido,2025-09-04,VEND06,Hatchback
CAR0564,Hyundai,Elantra,2024,Azul,74082,73133,Reservado,2025-10-02,VEND03,Hatchback
CAR0565,Honda,Accord,2021,Vermelho,66002,62106,Disponível,2025-04-03,VEND09,Pickup
CAR0566,Toyota,Corolla,2021,Azul,65700,2421,Reservado,2025-07-02,VEND10,SUV
CAR0567,Nissan,Sentra,2020,Preto,36892,23461,Vendido,2025-06-26,VEND02,Hatchback
CAR0568,Toyota,Camry,2022,Azul,79661,11168,Disponível,2025-09-30,VEND02,Pickup
CAR0569,Ford,Fusion,2021,Azul,49550,70117,Disponível,2025-05-10,VEND03,Hatchback
CAR0570,Volkswagen,Tiguan,2022,Azul,56115,99136,Reservado,2025-08-16,VEND01,Hatchback
CAR0571,Toyota,Corolla,2022,Vermelho,49077,53009,Vendido,2025-03-03,VEND05,Pickup
CAR0572,Hyundai,Sonata,2024,Azul,38859,19200,Disponível,2025-11-02,VEND06,Pickup
CAR0573,Ford,Fusion,2022,Branco,36871,8593,Disponível,2025-02-12,VEND09,Sedan
CAR0574,Toyota,Prius,2024,Preto,60034,69111,Reservado,2024-12-22,VEND08,SUV
CAR0575,Volkswagen,Tiguan,2020,Prata,33518,80722,Disponível,2025-05-18,VEND10,Sedan
CAR0576,Volkswagen,Tiguan,2023,Prata,74395,76026,Vendido,2025-08-29,VEND05,Pickup
CAR0577,Volkswagen,Atlas,2024,Cinza,57836,9160,Disponível,2025-06-30,VEND05,Pickup
CAR0578,Chevrolet,Silverado,2022,Azul,62909,47482,Disponível,2025-02-23,VEND10,Sedan
CAR0579,Ford,Fusion,2020,Azul,69579,31882,Vendido,2025-06-07,VEND02,Hatchback
CAR0580,Volkswagen,Tiguan,2020,Cinza,26009,36918,Disponível,2025-05-09,VEND10,Hatchback
CAR0581,Toyota,Prius,2020,Vermelho,55185,15368,Disponível,2025-11-01,VEND08,SUV
CAR0582,Volkswagen,Atlas,2022,Branco,46914,43966,Disponível,2024-12-05,VEND09,Pickup
CAR0583,Volkswagen,Jetta,2024,Azul,53845,24792,Disponível,2025-05-19,VEND10,Hatchback
CAR0584,Ford,Fusion,2020,Azul,26369,21359,Disponível,2025-09-14,VEND08,Sedan
CAR0585,Chevrolet,Cruze,2024,Cinza,63941,50137,Reservado,2025-08-27,VEND01,Sedan
CAR0586,Honda,Pilot,2022,Prata,74519,88572,Vendido,2025-01-17,VEND09,SUV
CAR0587,Ford,Focus,2024,Preto,54403,88977,Disponível,2025-03-02,VEND05,SUV
CAR0588,Nissan,Sentra,2022,Cinza,61120,25788,Disponível,2025-05-17,VEND09,Hatchback
CAR0589,Toyota,Corolla,2021,Vermelho,47934,17565,Disponível,2025-04-01,VEND07,SUV
CAR0590,Nissan,Sentra,2020,Cinza,46439,73039,Vendido,2025-02-01,VEND10,SUV
CAR0591,Chevrolet,Equinox,2022,Vermelho,37362,57680,Vendido,2025-07-29,VEND03,Pickup
CAR0592,Toyota,RAV4,2020,Preto,64164,63592,Vendido,2025-06-25,VEND08,Hatchback
CAR0593,Volkswagen,Tiguan,2020,Azul,75173,59824,Reservado,2025-11-29,VEND04,Sedan
CAR0594,Chevrolet,Malibu,2023,Azul,52091,98045,Disponível,2024-12-28,VEND05,SUV
CAR0595,Honda,Accord,2024,Cinza,78389,42859,Disponível,2025-10-13,VEND02,Hatchback
CAR0596,Ford,Escape,2024,Cinza,25405,33551,Disponível,2025-04-29,VEND03,Hatchback
CAR0597,Nissan,Altima,2021,Vermelho,63448,60484,Vendido,2024-12-20,VEND04,Sedan
CAR0598,Chevrolet,Cruze,2021,Vermelho,46516,56420,Disponível,2025-03-23,VEND02,SUV
CAR0599,Ford,Escape,2020,Preto,56700,25618,Vendido,2025-05-03,VEND09,SUV
CAR0600,Hyundai,Santa Fe,2024,Azul,36630,45360,Disponível,2025-03-29,VEND07,SUV
CAR0601,Toyota,Corolla,2022,Cinza,66796,80630,Vendido,2025-10-21,VEND06,SUV
CAR0602,Volkswagen,Passat,2024,Cinza,68677,15745,Vendido,2025-05-24,VEND02,Hatchback
CAR0603,Chevrolet,Silverado,2020,Branco,47183,50058,Disponível,2025-04-21,VEND06,Pickup
CAR0604,Honda,Accord,2022,Cinza,60712,48787,Disponível,2025-04-14,VEND08,Hatchback
CAR0605,Ford,F-150,2024,Prata,62363,22167,Vendido,2025-11-12,VEND03,Hatchback
CAR0606,Nissan,Pathfinder,2022,Preto,76405,40236,Disponível,2024-12-18,VEND01,Sedan
CAR0607,Nissan,Rogue,2021,Prata,36141,96569,Vendido,2025-09-08,VEND08,Sedan
CAR0608,Honda,CR-V,2020,Prata,51470,93841,Reservado,2025-03-27,VEND07,SUV
CAR0609,Ford,Fusion,2024,Prata,66395,60946,Disponível,2025-01-18,VEND01,Sedan
CAR0610,Nissan,Pathfinder,2020,Azul,42689,52868,Disponível,2025-09-16,VEND09,Pickup
CAR0611,Toyota,RAV4,2021,Preto,75227,41867,Reservado,2025-06-10,VEND09,SUV
CAR0612,Hyundai,Elantra,2020,Vermelho,30043,37681,Disponível,2025-07-29,VEND01,Sedan
CAR0613,Hyundai,Santa Fe,2020,Preto,37712,17454,Reservado,2025-05-31,VEND08,Hatchback
CAR0614,Volkswagen,Atlas,2021,Vermelho,37362,15879,Vendido,2025-08-06,VEND08,SUV
CAR0615,Ford,F-150,2022,Preto,49009,2260,Disponível,2025-06-24,VEND10,Hatchback
CAR0616,Honda,Civic,2023,Vermelho,70940,13261,Disponível,2025-01-08,VEND02,Pickup
CAR0617,Nissan,Sentra,2020,Branco,45032,33300,Disponível,2025-09-21,VEND02,Sedan
CAR0618,Hyundai,Sonata,2023,Prata,40642,32522,Vendido,2025-10-21,VEND08,Pickup
CAR0619,Toyota,RAV4,2020,Cinza,74987,7374,Disponível,2025-07-07,VEND07,SUV
CAR0620,Volkswagen,Passat,2024,Cinza,28605,66479,Disponível,2025-11-17,VEND02,Hatchback
CAR0621,Toyota,RAV4,2023,Azul,61377,51276,Disponível,2025-07-07,VEND03,Sedan
CAR0622,Chevrolet,Malibu,2022,Cinza,76407,82974,Disponível,2025-11-12,VEND05,Hatchback
CAR0623,Honda,Pilot,2022,Azul,66269,5440,Disponível,2024-12-16,VEND04,Pickup
CAR0624,Honda,Civic,2022,Prata,69410,58583,Disponível,2025-06-13,VEND06,SUV
CAR0625,Ford,Fusion,2024,Cinza,32911,49259,Disponível,2025-05-31,VEND04,Pickup
CAR0626,Volkswagen,Jetta,2021,Vermelho,42612,70921,Disponível,2025-08-21,VEND07,SUV
CAR0627,Hyundai,Sonata,2021,Cinza,79708,6814,Disponível,2025-11-07,VEND05,Pickup
CAR0628,Honda,CR-V,2024,Branco,38481,85385,Vendido,2025-06-02,VEND05,Pickup
CAR0629,Honda,Pilot,2024,Prata,69069,49891,Reservado,2025-05-14,VEND02,Hatchback
CAR0630,Nissan,Altima,2021,Prata,72539,59398,Vendido,2025-01-31,VEND10,Pickup
CAR0631,Honda,Accord,2020,Branco,25588,47440,Disponível,2025-08-16,VEND05,Hatchback
CAR0632,Hyundai,Tucson,2023,Azul,44692,83926,Disponível,2025-09-01,VEND09,Sedan
CAR0633,Hyundai,Santa Fe,2021,Vermelho,40117,84891,Vendido,2025-01-09,VEND03,Pickup
CAR0634,Nissan,Pathfinder,2024,Vermelho,66352,71215,Reservado,2025-10-16,VEND08,Pickup
CAR0635,Honda,Civic,2022,Branco,79985,11913,Vendido,2025-05-24,VEND05,Hatchback
CAR0636,Chevrolet,Equinox,2024,Cinza,68476,94277,Vendido,2025-07-07,VEND07,Hatchback
CAR0637,Chevrolet,Cruze,2021,Branco,73099,75258,Disponível,2024-12-05,VEND03,Sedan
CAR0638,Honda,Civic,2024,Cinza,50955,50680,Disponível,2025-08-29,VEND06,SUV
CAR0639,Toyota,Prius,2024,Cinza,52793,61215,Vendido,2025-11-20,VEND05,Sedan
CAR0640,Volkswagen,Jetta,2023,Cinza,28694,6257,Vendido,2025-01-21,VEND09,Pickup
CAR0641,Toyota,Corolla,2024,Cinza,79255,97430,Disponível,2025-09-03,VEND10,Hatchback
CAR0642,Toyota,RAV4,2023,Azul,42523,3581,Disponível,2025-03-18,VEND07,Hatchback
CAR0643,Chevrolet,Silverado,2020,Cinza,76672,70913,Disponível,2025-07-04,VEND07,SUV
CAR0644,Honda,Pilot,2022,Branco,28894,46534,Disponível,2025-02-25,VEND01,SUV
CAR0645,Toyota,RAV4,2023,Branco,34172,56703,Vendido,2024-12-14,VEND10,Sedan
CAR0646,Hyundai,Santa Fe,2024,Cinza,25288,69685,Disponível,2025-03-11,VEND03,SUV
CAR0647,Nissan,Pathfinder,2020,Branco,64960,42818,Disponível,2025-06-15,VEND08,Pickup
CAR0648,Hyundai,Sonata,2024,Azul,59960,89767,Vendido,2025-01-09,VEND09,SUV
CAR0649,Ford,Focus,2022,Branco,55212,84710,Disponível,2025-08-12,VEND05,SUV
CAR0650,Nissan,Pathfinder,2023,Cinza,59861,42724,Disponível,2025-01-17,VEND06,Pickup
CAR0651,Nissan,Sentra,2020,Vermelho,77121,74022,Disponível,2025-10-03,VEND03,SUV
CAR0652,Volkswagen,Passat,2024,Prata,33318,75256,Disponível,2025-10-19,VEND01,Pickup
CAR0653,Chevrolet,Malibu,2020,Vermelho,43003,76654,Vendido,2025-01-31,VEND10,Pickup
CAR0654,Hyundai,Elantra,2021,Cinza,78588,17862,Disponível,2025-10-21,VEND05,Sedan
CAR0655,Volkswagen,Tiguan,2023,Cinza,47871,90125,Vendido,2025-02-03,VEND06,SUV
CAR0656,Nissan,Sentra,2023,Prata,40178,82409,Disponível,2025-10-28,VEND10,Sedan
CAR0657,Ford,Escape,2023,Vermelho,58696,54296,Vendido,2025-07-13,VEND07,SUV
CAR0658,Honda,Civic,2020,Azul,34786,37744,Vendido,2025-04-04,VEND03,SUV
CAR0659,Hyundai,Elantra,2024,Cinza,54319,24598,Vendido,2025-02-10,VEND05,Hatchback
CAR0660,Chevrolet,Malibu,2021,Preto,43598,35395,Disponível,2025-04-08,VEND08,SUV
CAR0661,Nissan,Altima,2022,Prata,52467,49500,Vendido,2025-01-24,VEND02,SUV
CAR0662,Chevrolet,Equinox,2022,Azul,33906,70707,Disponível,2025-07-30,VEND07,Sedan
CAR0663,Nissan,Pathfinder,2024,Prata,48540,17359,Disponível,2025-07-03,VEND09,Hatchback
CAR0664,Honda,Civic,2024,Preto,76287,16304,Disponível,2025-06-26,VEND10,Sedan
CAR0665,Nissan,Altima,2020,Prata,66472,45113,Disponível,2025-10-31,VEND06,Sedan
CAR0666,Honda,Accord,2022,Cinza,71171,55581,Disponível,2025-10-31,VEND04,Hatchback
CAR0667,Hyundai,Santa Fe,2021,Vermelho,32913,55201,Vendido,2025-03-11,VEND05,Sedan
CAR0668,Toyota,RAV4,2024,Vermelho,58946,83925,Disponível,2025-09-11,VEND01,Sedan
CAR0669,Toyota,Prius,2020,Cinza,61251,21382,Vendido,2025-05-15,VEND09,Hatchback
CAR0670,Ford,F-150,2022,Vermelho,40113,23853,Disponível,2025-07-21,VEND07,Pickup
CAR0671,Nissan,Rogue,2024,Cinza,65020,26312,Vendido,2025-08-09,VEND02,Pickup
CAR0672,Volkswagen,Jetta,2023,Cinza,59262,5855,Reservado,2025-07-12,VEND04,Pickup
CAR0673,Toyota,Camry,2020,Branco,73583,31773,Disponível,2025-07-16,VEND03,Sedan
CAR0674,Chevrolet,Equinox,2022,Branco,59092,94883,Disponível,2024-12-31,VEND10,Hatchback
CAR0675,Chevrolet,Silverado,2023,Branco,74615,9646,Disponível,2025-08-12,VEND09,SUV
CAR0676,Volkswagen,Atlas,2020,Branco,70259,79586,Vendido,2025-04-08,VEND06,Hatchback
CAR0677,Hyundai,Tucson,2022,Cinza,25262,37759,Disponível,2025-05-31,VEND08,Hatchback
CAR0678,Ford,Escape,2024,Preto,55196,83963,Disponível,2024-12-06,VEND08,SUV
CAR0679,Ford,Fusion,2020,Branco,65804,4164,Vendido,2025-05-25,VEND10,Hatchback
CAR0680,Honda,Civic,2021,Branco,51129,60302,Vendido,2025-04-10,VEND09,Sedan
CAR0681,Toyota,Camry,2023,Prata,79805,61905,Disponível,2025-04-06,VEND03,Hatchback
CAR0682,Honda,CR-V,2024,Branco,71903,72037,Vendido,2024-12-23,VEND06,Hatchback
CAR0683,Chevrolet,Malibu,2022,Branco,68939,62649,Vendido,2025-01-23,VEND06,Sedan
CAR0684,Ford,Fusion,2022,Azul,28055,24833,Disponível,2025-09-11,VEND05,SUV
CAR0685,Honda,Civic,2022,Prata,50305,79891,Disponível,2025-11-22,VEND03,Hatchback
CAR0686,Nissan,Sentra,2020,Azul,40463,65368,Vendido,2025-08-25,VEND04,SUV
CAR0687,Toyota,Corolla,2024,Branco,47512,98427,Vendido,2025-07-14,VEND01,SUV
CAR0688,Volkswagen,Atlas,2024,Azul,64758,90641,Vendido,2025-02-09,VEND07,Hatchback
CAR0689,Nissan,Sentra,2020,Vermelho,30534,6575,Vendido,2025-07-04,VEND02,SUV
CAR0690,Toyota,Prius,2023,Azul,59651,38460,Disponível,2025-06-23,VEND02,SUV
CAR0691,Toyota,RAV4,2020,Preto,67100,35862,Disponível,2025-03-21,VEND03,Hatchback
CAR0692,Ford,F-150,2024,Vermelho,53712,40239,Disponível,2025-08-31,VEND08,Sedan
CAR0693,Hyundai,Santa Fe,2023,Vermelho,79252,2126,Vendido,2024-12-07,VEND10,Pickup
CAR0694,Volkswagen,Tiguan,2023,Branco,74292,20194,Disponível,2025-01-03,VEND06,Pickup
CAR0695,Hyundai,Santa Fe,2023,Prata,63704,5125,Vendido,2025-09-04,VEND04,Sedan
CAR0696,Honda,Accord,2021,Preto,59864,16175,Disponível,2025-07-11,VEND04,Pickup
CAR0697,Nissan,Rogue,2023,Branco,39839,7913,Disponível,2025-06-09,VEND10,Sedan
CAR0698,Nissan,Altima,2021,Prata,62014,3000,Disponível,2025-05-21,VEND03,Hatchback
CAR0699,Volkswagen,Jetta,2022,Preto,74759,14855,Reservado,2025-12-02,VEND02,Pickup
CAR0700,Toyota,Corolla,2020,Preto,50603,59416,Disponível,2025-10-05,VEND01,Sedan
CAR0701,Toyota,RAV4,2022,Branco,27408,95467,Reservado,2025-10-30,VEND06,SUV
CAR0702,Volkswagen,Tiguan,2023,Vermelho,35807,30693,Disponível,2025-09-28,VEND04,Hatchback
CAR0703,Toyota,RAV4,2022,Azul,34415,24286,Vendido,2025-07-11,VEND08,SUV
CAR0704,Honda,Pilot,2021,Branco,49951,23191,Reservado,2025-02-14,VEND09,Sedan
CAR0705,Chevrolet,Equinox,2020,Azul,56279,9829,Disponível,2025-03-07,VEND02,SUV
CAR0706,Hyundai,Elantra,2024,Prata,53409,54193,Disponível,2025-02-27,VEND03,Pickup
CAR0707,Nissan,Rogue,2022,Vermelho,30602,56050,Vendido,2025-09-20,VEND01,SUV
CAR0708,Toyota,RAV4,2020,Azul,32484,1185,Disponível,2025-02-08,VEND03,Pickup
CAR0709,Volkswagen,Atlas,2020,Branco,51283,74178,Vendido,2025-01-21,VEND07,Sedan
CAR0710,Volkswagen,Jetta,2023,Azul,47478,28739,Vendido,2025-04-15,VEND09,Pickup
CAR0711,Volkswagen,Jetta,2023,Branco,66928,42353,Disponível,2025-04-18,VEND03,Pickup
CAR0712,Toyota,Corolla,2022,Preto,31813,51350,Disponível,2025-10-12,VEND01,Hatchback
CAR0713,Volkswagen,Jetta,2023,Branco,65908,44182,Disponível,2025-09-26,VEND07,Pickup
CAR0714,Nissan,Altima,2022,Prata,25199,14919,Disponível,2025-06-11,VEND06,Sedan
CAR0715,Nissan,Altima,2024,Vermelho,77960,53327,Vendido,2025-07-02,VEND08,Pickup
CAR0716,Chevrolet,Cruze,2024,Preto,62111,6768,Disponível,2025-09-19,VEND01,Sedan
CAR0717,Nissan,Rogue,2022,Preto,52574,92387,Disponível,2025-05-02,VEND01,Pickup
CAR0718,Volkswagen,Jetta,2022,Vermelho,29773,41341,Disponível,2025-11-05,VEND06,Pickup
CAR0719,Volkswagen,Tiguan,2024,Vermelho,54706,66788,Disponível,2025-09-10,VEND09,Sedan
CAR0720,Nissan,Rogue,2024,Branco,37996,77014,Disponível,2025-07-19,VEND09,Sedan
CAR0721,Toyota,Prius,2024,Branco,35906,14993,Disponível,2025-01-16,VEND10,Hatchback
CAR0722,Hyundai,Tucson,2021,Azul,33220,9054,Vendido,2025-01-01,VEND05,Hatchback
CAR0723,Honda,Pilot,2022,Branco,73561,66749,Vendido,2025-08-25,VEND07,Sedan
CAR0724,Nissan,Altima,2021,Azul,53851,68320,Disponível,2025-05-14,VEND04,Pickup
CAR0725,Volkswagen,Atlas,2024,Branco,56632,97284,Disponível,2025-02-10,VEND08,SUV
CAR0726,Volkswagen,Jetta,2024,Vermelho,54206,14433,Vendido,2025-02-22,VEND07,Pickup
CAR0727,Volkswagen,Passat,2020,Branco,40971,60657,Vendido,2025-04-03,VEND05,Hatchback
CAR0728,Volkswagen,Jetta,2022,Branco,73038,37207,Vendido,2025-05-05,VEND04,SUV
CAR0729,Honda,Civic,2021,Vermelho,25903,55943,Vendido,2025-05-30,VEND02,SUV
CAR0730,Volkswagen,Passat,2020,Cinza,67268,81362,Vendido,2025-08-01,VEND08,SUV
CAR0731,Nissan,Rogue,2024,Branco,41699,98722,Vendido,2025-02-02,VEND05,SUV
CAR0732,Chevrolet,Equinox,2021,Branco,78690,89709,Vendido,2025-02-12,VEND02,Pickup
CAR0733,Toyota,Camry,2023,Cinza,53312,56078,Vendido,2025-05-29,VEND06,Hatchback
CAR0734,Honda,CR-V,2023,Branco,35515,99768,Vendido,2025-11-14,VEND01,Hatchback
CAR0735,Toyota,Corolla,2022,Preto,54539,92275,Disponível,2025-09-17,VEND03,SUV
CAR0736,Honda,Civic,2024,Cinza,49820,32170,Vendido,2025-05-27,VEND07,Hatchback
CAR0737,Volkswagen,Atlas,2023,Preto,63468,5448,Disponível,2024-12-08,VEND09,Hatchback
CAR0738,Nissan,Sentra,2022,Branco,48732,86627,Vendido,2025-02-22,VEND03,Pickup
CAR0739,Chevrolet,Silverado,2023,Vermelho,69782,33751,Vendido,2025-07-02,VEND05,Pickup
CAR0740,Nissan,Pathfinder,2024,Azul,76431,93057,Disponível,2025-04-17,VEND03,Sedan
CAR0741,Nissan,Rogue,2020,Vermelho,58709,786,Disponível,2024-12-09,VEND08,Pickup
CAR0742,Nissan,Altima,2020,Vermelho,76690,13638,Vendido,2025-10-10,VEND06,SUV
CAR0743,Hyundai,Tucson,2024,Prata,48745,96134,Disponível,2025-06-21,VEND05,Sedan
CAR0744,Chevrolet,Cruze,2024,Prata,59479,35264,Disponível,2025-05-27,VEND04,Hatchback
CAR0745,Honda,CR-V,2020,Azul,50615,69803,Vendido,2025-06-12,VEND02,Hatchback
CAR0746,Ford,Escape,2023,Prata,29437,16849,Reservado,2025-03-14,VEND03,Pickup
CAR0747,Honda,CR-V,2024,Preto,48460,38902,Vendido,2025-01-03,VEND06,Hatchback
CAR0748,Toyota,Camry,2024,Prata,39741,66716,Reservado,2025-02-21,VEND03,Pickup
CAR0749,Honda,Civic,2022,Prata,59588,973,Disponível,2025-05-08,VEND02,Pickup
CAR0750,Chevrolet,Malibu,2023,Prata,36896,71570,Vendido,2025-08-13,VEND06,Hatchback
CAR0751,Chevrolet,Malibu,2024,Preto,45217,34237,Disponível,2025-09-09,VEND02,Pickup
CAR0752,Chevrolet,Silverado,2020,Preto,71811,4900,Disponível,2025-11-27,VEND08,Pickup
CAR0753,Nissan,Pathfinder,2020,Prata,74061,3880,Vendido,2025-11-18,VEND08,Hatchback
CAR0754,Ford,F-150,2020,Cinza,73533,5788,Vendido,2025-08-06,VEND04,Hatchback
CAR0755,Honda,Accord,2022,Azul,51437,12671,Disponível,2025-05-04,VEND04,Pickup
CAR0756,Honda,CR-V,2024,Preto,38677,70918,Disponível,2025-04-23,VEND02,Sedan
CAR0757,Ford,Fusion,2022,Azul,28647,14654,Disponível,2025-06-30,VEND04,SUV
CAR0758,Toyota,Camry,2024,Azul,70362,43309,Disponível,2025-02-20,VEND06,Pickup
CAR0759,Honda,Civic,2021,Prata,66382,74920,Vendido,2025-01-07,VEND01,Hatchback
CAR0760,Honda,CR-V,2024,Cinza,49764,42251,Disponível,2025-09-07,VEND02,Pickup
CAR0761,Honda,Pilot,2023,Azul,28662,58988,Disponível,2025-02-05,VEND01,Sedan
CAR0762,Chevrolet,Cruze,2021,Branco,65294,9929,Disponível,2024-12-06,VEND01,Sedan
CAR0763,Hyundai,Tucson,2023,Vermelho,52943,29928,Vendido,2025-10-31,VEND04,Pickup
CAR0764,Ford,Fusion,2022,Azul,76337,66928,Reservado,2024-12-08,VEND03,Hatchback
CAR0765,Honda,CR-V,2023,Preto,49181,42949,Vendido,2025-06-08,VEND10,Hatchback
CAR0766,Nissan,Pathfinder,2022,Branco,73290,84871,Disponível,2025-09-09,VEND07,Hatchback
CAR0767,Hyundai,Elantra,2022,Prata,68531,25369,Vendido,2025-06-19,VEND08,Sedan
CAR0768,Nissan,Pathfinder,2023,Cinza,33141,50351,Vendido,2025-09-28,VEND06,Pickup
CAR0769,Toyota,Prius,2023,Azul,43116,22622,Disponível,2025-02-23,VEND07,Hatchback
CAR0770,Toyota,Camry,2024,Branco,47935,80404,Disponível,2025-10-16,VEND01,Sedan
CAR0771,Volkswagen,Atlas,2024,Preto,31709,5383,Reservado,2025-01-13,VEND06,SUV
CAR0772,Hyundai,Sonata,2020,Branco,77718,91591,Disponível,2025-08-21,VEND03,Sedan
CAR0773,Hyundai,Tucson,2023,Azul,57747,7648,Disponível,2025-05-05,VEND06,Sedan
CAR0774,Nissan,Rogue,2021,Preto,32641,18871,Disponível,2025-03-26,VEND09,Pickup
CAR0775,Ford,Fusion,2021,Azul,70780,77125,Vendido,2025-09-08,VEND04,Hatchback
CAR0776,Chevrolet,Equinox,2020,Branco,53888,7374,Disponível,2024-12-14,VEND09,SUV
CAR0777,Honda,Pilot,2020,Branco,27614,86413,Disponível,2025-11-28,VEND10,Hatchback
CAR0778,Hyundai,Sonata,2023,Prata,58592,71311,Disponível,2025-03-09,VEND03,Sedan
CAR0779,Ford,F-150,2020,Preto,53085,44414,Disponível,2025-11-29,VEND02,Pickup
CAR0780,Honda,Civic,2024,Cinza,50768,38728,Vendido,2025-09-15,VEND06,Pickup
CAR0781,Honda,CR-V,2020,Branco,49196,17807,Disponível,2025-08-11,VEND06,Hatchback
CAR0782,Volkswagen,Jetta,2024,Azul,56308,36197,Vendido,2025-04-14,VEND04,Sedan
CAR0783,Honda,Civic,2023,Branco,37118,84057,Vendido,2024-12-27,VEND02,Sedan
CAR0784,Ford,F-150,2024,Branco,65596,25557,Disponível,2025-06-27,VEND01,Pickup
CAR0785,Honda,Pilot,2021,Vermelho,56689,72500,Disponível,2025-05-07,VEND05,Hatchback
CAR0786,Toyota,Prius,2020,Cinza,43180,44249,Vendido,2025-02-18,VEND07,Sedan
CAR0787,Volkswagen,Passat,2024,Branco,33257,8312,Vendido,2025-08-13,VEND10,SUV
CAR0788,Ford,Escape,2023,Branco,60246,81067,Disponível,2025-08-28,VEND07,SUV
CAR0789,Chevrolet,Malibu,2021,Branco,37259,38241,Disponível,2025-03-31,VEND09,Hatchback
CAR0790,Hyundai,Tucson,2021,Preto,28480,87704,Disponível,2025-01-01,VEND08,SUV
CAR0791,Chevrolet,Silverado,2024,Branco,27651,36878,Disponível,2025-09-20,VEND05,Sedan
CAR0792,Ford,Focus,2024,Cinza,74193,11066,Vendido,2025-04-28,VEND07,Hatchback
CAR0793,Hyundai,Sonata,2023,Prata,71450,89606,Vendido,2025-11-26,VEND08,Hatchback
CAR0794,Volkswagen,Tiguan,2020,Branco,51041,88376,Reservado,2024-12-10,VEND03,Hatchback
CAR0795,Chevrolet,Cruze,2020,Azul,72690,99894,Disponível,2025-02-18,VEND01,SUV
CAR0796,Toyota,Corolla,2023,Cinza,79002,2860,Disponível,2025-05-01,VEND04,SUV
CAR0797,Ford,Focus,2022,Prata,67147,67772,Reservado,2025-09-15,VEND07,Hatchback
CAR0798,Hyundai,Tucson,2022,Cinza,43623,68251,Disponível,2025-10-03,VEND07,Sedan
CAR0799,Volkswagen,Jetta,2021,Branco,28729,19029,Disponível,2025-05-18,VEND10,SUV
CAR0800,Ford,Focus,2023,Preto,63717,84326,Disponível,2025-04-30,VEND05,Sedan
CAR0801,Chevrolet,Silverado,2022,Prata,58722,90086,Disponível,2024-12-22,VEND02,Hatchback
CAR0802,Nissan,Sentra,2023,Branco,26132,70575,Disponível,2025-11-13,VEND05,Hatchback
CAR0803,Hyundai,Sonata,2024,Branco,48385,8824,Vendido,2025-09-25,VEND09,Sedan
CAR0804,Volkswagen,Atlas,2022,Vermelho,41101,16617,Disponível,2025-08-01,VEND04,Pickup
CAR0805,Nissan,Sentra,2023,Prata,39150,76094,Disponível,2025-08-29,VEND07,Pickup
CAR0806,Chevrolet,Equinox,2024,Azul,73587,64000,Disponível,2024-12-05,VEND07,Pickup
